word,context,adagram_meaning,cluster_meaning,meaning
земля,международный коллектив астроном обнаружить свидетельство крупный из известный наука столкновение галактика исследование опубликовать в astrophysical journal сообщать национальный радиоастрономический обсерватория учёный заметить формироваться эллиптический галактика adfs 27 который примерно в 50 раз тяжёлый млечный путь объект расположить на расстояние 12 7 миллиард световой год от земля в созвездие золотой рыба adfs 27 формироваться слияние два галактика расположить на расстояние около 30 тысяча световой год друг от друг и двигаться с относительный скорость в сотня километр в секунда учитывать они крайне большой расстояние от земля и интенсивный звездообразование возможно мы мочь стать свидетель сам мощный слияние галактика известный на сегодняшний день считать соавтор доминик ричерс наблюдение за adfs 27 проводиться при помощь комплекс радиотелескоп alma atacama large millimeter array расположить в пустыня атакама чили специалист полагать что с течение время формироваться adfs 27 притянуть другой галактика свой скопление,4.0,0.0,4
земля,поставить россия в сирия зенитный ракетный комплекс с 300 не способный обнаружить малозаметный истребитель пятый поколение f 35i adir передавать интерфакс заявление министр региональный сотрудничество израиль цахи ханегби по слово чиновник поставка с 300 не сказаться на план по нанесение израиль удар по позиция на территория сирия операционный возможность наш ввс таковой что этот батарея с 300 на сам дело не ограничивать они эффективность заявить чиновник в эфир радиостанция армия оборона израиль министр отметить что с 300 не способный отследить f 35i adir у мы есть малозаметный истребитель этот батарея даже не смочь они отследить подчеркнуть чиновник также ханегби привести мнение член военный политический кабинет израиль туда входить ключевой министр правительство согласно который с 300 допускать уничтожение с воздух и возможно на земля несколько месяц назад мы уже уничтожить сирийский ракетный батарея отметить чиновник по слово министр возможность с 300 давно учитываться израиль при стратегический планирование в октябрь бывший гендиректор головной системный конструкторский бюро концерн алмаз антея игорь ашурбейль заявить что часть технология с 300 быть украсть сша в сентябрь автор the drive тайлера роговеть заметить что f 35i adir в случай необходимость уничтожить с 300 поскольку ввс израиль тренироваться против с 300 много год в греция и в сша в тот же месяц россия отправить в сирия четыре пусковой установка с 300 поставка зрк вызвать инцидент произойти в сентябрь когда российский самолёт разведчик ил 20 сбить ракета сирийский система пво отслеживать израильский истребитель f 16 fighting falcon в россия полагать что с 300 укрепить сирийский оборона в май израиль уничтожить сирийский зенитный ракетный пушечный комплекс российский производство панцирь с1 в тот же месяц армия оборона еврейский государство заявить о первый в мир боевой применение f 35 lightning ii весь израиль заказать у сша 50 истребитель f 35a lightning ii который после доработка получить название f 35i adir система с 300пм поставить в сирия основать на комплекс с 300пс россия принять с 300пм на вооружение в 1993 год модернизированный комплекс способный уничтожать на расстояние до 200 километр самолёт и гиперзвуковой крылатый ракета греция получить право на система с 300пму1 от республика кипр в 2006 2007 год впоследствии с зрк российский производство проводиться военный манёвр в который принимать участие в частность сша великобритания и израиль в свой очередь республика кипр приобрести с 300 у россия ещё в 1999 год рассчитывать такой образ защитить себя от турция,4.0,1.0,1
земля,один человек получить серьёзный ранение после тот как подобрать предмет у станция ворбь гордый стокгольмский метро в район худдинга о это в воскресение 7 январь с ссылка на городской полиция сообщать риа новость согласно поступить данные пострадать мужчина поднять лежать на земля предмет он взорваться и ранить серьёзно мужчина пострадать доставить в больница отметить в полиция по данные правоохранитель сообщение о инцидент поступить в 13 07 по московский время место происшествие оцепить 26 январь 2016 год в торговый комплекс в центр стокгольм произойти взрыв один очевидец произойти рассказать что услышать громкий хлопок а затем звук разбиваться стекло другой отметить что в здание появиться дым в результат инцидент никто не пострадать по данные правоохранительный орган швеция причина инцидент мочь стать пиротехнический устройство,4.0,5.0,1
земля,семья осудить член банда цапковы вячеслав цеповяз тратить на он содержание миллион рубль он питаться в колония красный икра краб и прочий деликатес о это сообщить комсомольский правда бывший супруг цеповяз наталья стришний издание опубликовать несколько снимок из амурский колония на который цеповязнуть позировать за трапеза на стол перед они морепродукт с соевый соус на другой фотография он же в арестантский форма с шашлык на содержание мой бывший муж в тюрьма уходить до три миллион рубль в год я он перечислять деньга он звонить я присылать номер банковский карта там в амурский область быть посредник через он он покупать продукт вызывать к себя врач стоматолог который платить приличный сумма просить и на зоновсковать пасека купить пчела новый улья он там она заниматься потом я узнать что на зона он влезть в долг говорить с они о это объяснять что не мочь большой отправлять он такой сумма когда я отказывать в перевод кричать в трубка оскорблять рассказать стришний женщина сообщить журналист что год назад развестись с цеповяз и теперь он из колония пытаться отсудить у она семейный бизнес предприятие слава кубань по она слово бывший супруг через адвокат пытаться взыскать арендный плата за земля в размер почти 10 миллион рубль и просить наложить на компания арест бывший муж видимо уверенный что заплатить кто то оказаться на свобода у я арестовать всё земля я по суд бегать надо и предприятие какой то образ сохранить 350 человек мочь остаться без работа отметить женщина вячеслав цеповязнуть один из подельник главарь банда сергей цапка который действовать в станица кущёвский краснодарский край в 1990 2000 х год осень 2010 год член банда по приказ лидер напасть на семья фермер аметов и убить 12 человек в тот число четыре ребёнок убийство получить широкий огласка после что в кущёвский быть провести масштабный антикриминальный кампания в ход который быть раскрыть и другой преступление банда лидер банда сергей цапка владимир алексеев и игорь чёрный быть приговорить к пожизненный заключение дядя сергей николай цапка старший и владимир цеповяз приговорить к 20 год поздний верховный суд сократить он срок до 19 год 10 месяц лишение свобода а владимир запорожец к 19 год заключение также быть осудить мать сергей цапка который признать виновный в мошенничество в сентябрь текущий год женщина освободить досрочно сергей цапка скончаться в ночь на 7 июль 2014 год в медчастить краснодарский изолятор по предварительный данные причина смерть стать закупорка лёгочный артерия после отрыв тромб за два день до он смерть в тот же сизый совершить самоубийство игорь чёрный,4.0,3.0,1
земля,новый молочный комплекс th true milk расположить в волоколамский район ожидать прибытие первый партия корова из америка сообщить министр сельский хозяйство и продовольствие московский область андрей разин он слово приводить корреспондент лента ру в четверг 7 декабрь документ подписать сегодня и через 10 час начаться погрузка корова на теплоход 1 2 тысяча корова голштинский порода быть завезти на молочный комплекс th true milk из америка они начать давать первый надой в февраль следующий год рассказать разин по слово министр мощность молочный хозяйство рассчитать на шесть тысяча фуражный гол первый камень в строительство комплекс быть заложить 18 май 2016 год полностью этот молочный ферма быть ввести в эксплуатация в май следующий год предприятие дать регион около 200 рабочий место подчеркнуть разин 8 ноябрь андрей разин заявить что подмосковье мочь занять один из лидировать позиция среди регион россия по производство товарный молоко уже через 3 4 год в тот же день министр сельский хозяйство россия александр ткачёв назвать подмосковье лидер по внедрение инвестиция и субсидия в развитие молочный промышленность в страна он также напомнить что область занимать лидировать позиция по производство молоко ещё в советский время ранее региональный власть выделить концерн th true milk порядок 11 тысяча гектар земля под строительство молочный комплекс th true milk планировать производить как сырьё так и продукт переработка,4.0,1.0,4
земля,результат исследование образец герметик и микрометеоритный защита отобрать с обшивка бытовой отсек корабль союз мс 09 мочь быть засекретить сообщить интерфакс информированный источник в космический отрасль образец который быть взять российский космонавт в время выход в открытый космос быть отправить на земля где они в течение неделя изучить команда криминалист фсб эксперт намерить выяснить что стать причина появление отверстие в обшивка корабль союз мс 09 отмечаться что космонавт который отрезать часть обшивка удаться собрать достаточно информация необходимый для установление обстоятельство возникновение дырка слово о тот что результат расследование мочь засекретить агентство подтвердить другой источник в отрасль в настоящий момент элемент защита корабль храниться на мкс криминалист фсб сначала получить фотография часть обшивка а потом и сам элемент согласно данные агентство в ракетный космический отрасль нет лаборатория с достаточный уровень компетенция и технический оснащение для проведение такой исследование космонавт олег кононенко и сергей прокопьев обследовать внешний поверхность союз мс 09 в середина декабрь космонавт вскрыть теплоизоляция и панель противометеоритный защита в предполагать место прорыв откуда в август произойти утечка воздух а также осмотреть и сфотографировать отверстие в бытовой отсек,0.0,4.0,1
ручка,специалист химический лаборатория портон даун в великобритания не удаться доказать что использовать для отравление бывший полковник гру сергей скрипалить газ семейство новичок иметь российский происхождение о это sky news рассказать руководитель лаборатория гэри эйткенхэда сообщаться в twitter телеканал отмечаться что эксперт вообще не удаться установить откуда в соединить королевство появиться новичок эйткенхэда подчеркнуть что специалист лаборатория не заниматься определение происхождение и место производство отравлять вещество по он слово в они сфера деятельность входить только определение тип и семейство яд сергей скрипаль и он дочь быть найти в бессознательный состояние в сквер в солсбери 4 март лондон считать что они отравить нервно паралитический токсин новичок как именно это произойти до сей пора не выяснить сообщаться что яд наслать на ручка входной дверь дом полиция также не исключать что отравлять вещество мочь находиться в гречневый круп лондон возложить ответственность за покушение на москва россия отрицать всё обвинение из за произойти соединить королевство и почти 30 другой страна выслать российский дипломат москва ответить симметричный мера,3.0,1.0,2
ручка,итальянский модный дом dolce gabbana представить линия сумка devotion о это сообщаться в пресс релиз прислать в редакция лента ру в пятница 24 август сумка на ремешок цепочка с золотистый покрытие сшить из натуральный кожа чёрный белый или красный цвет с узорный простёжка аксессуар украшать металлический застёжка в форма обрамить лист сердце один из символ dolce gabbana каждый сердце изготавливаться вручную в традиционный техника из сплав бронза и латунь покрываться позолота и украшаться жемчужина лето 2018 год модный дом dolce gabbana представить в россия новый версия свой знаковый сумка sicily сумка впервые выполнить из полупрозрачный каучук в розовый сиреневый зелёный красный серый чёрный и другой цвета сумка отделать декоративный строчка она снабдить два короткий ручка и съёмный плечевой ремень из текстиль с кожаный деталь подходящий по цвет к оттенок сумка на клапан сумка разместить золотистый металлический застёжка прямоугольник с логотип,3.0,0.0,3
ручка,американский бренд аксессуар класс люкс judith leiber выпустить новый линия сумка клатч в ценовой категория 400 500 доллар о это сообщать wwd let s play judithleibercouture holiday2017 фото опубликовать judithleiberny среди прочий модель в коллекция представить клатч в вид пакетик с картофель фри полностью покрыть цветной страз и кубик рубик коллекция разработать дизайнер ди оклеппо хилфигера dee ocleppo hilfiger супруг дизайнер и предприниматель томми хилфигера прийти на работа в judith leiber в 2017 год фотография модель разместить в instagram аккаунт бренд и вызвать оживлённый обсуждение среди пользователь они назвать милотой so cute и выразить пожелание чтобы бренд выпустить футляр для смартфон в тот же дизайн ранее сообщаться что модный бренд helmut lang выпустить женский сумка из специальный металлизированный материал из который изготавливать упаковка для заморозить продукт предлагать в супермаркет аксессуар с два ручка и небольшой логотип производитель на лицевой сторона продаваться за 320 доллар,3.0,0.0,1
ручка,итальянский автопроизводитель maserati представить в салон maserati москва новый версия внедорожник levante levante nerissimo с полностью чёрный кузов версия разработать для модель levante а также ghibli и quattroporte представить в модификация gransport верхний часть решётка радиатор трезубец боковой воздухозаборник задний стойка и эмблема maserati отделать чёрный хром а решётка радиатор дверной ручка насадка выхлопной труба и оконный рамка выполнить в эксклюзивный чёрный цвет чёрный также отделка противотуманный фара и 20 дюймовый литой диск urano для модель levante доступный в качество дополнительный опция чёрный обводка салон тоже выдержать в чёрный цвет отделка мочь быть выбрать из три вариант цвет dark mirror black piano и carbon в 2017 год продажа автомобиль maserati в россия составить 382 экземпляр это почти в восемь раз большой чем в 2016 год рост связывать с успех внедорожник maserati levante появиться на российский рынок в конец 2016 год россиянин купить 345 экземпляр этот модель 90 процент от число весь продать автомобиль кроме тот в 2017 год быть приобрести 23 бизнес седан ghibli и 14 спортивный седан quattroporte,3.0,0.0,2
ручка,в китай пассажир решить проветрить самолёт после приземление и открыть аварийный люк о это сообщать издание south china morning post 25 летний мужчина прилететь с остров хайнань ждать высадка в аэропорт китайский город мяньян провинция сычуаня поскольку в самолёт быть так душный так жарко я просто нажать ручка на окно возле себя рассказывать он рычаг предназначаться для аварийный эвакуация после нажатие люк отбросить от самолёт и он упасть на взлётный посадочный полоса после это перед ошарашить пассажир автоматически развернуться надувной трап когда дверь отвалиться я запаниковать утверждать мужчина по он слово он не знать что открыться аварийный люк авиакомпания сомневаться в он честность поскольку стюардесса рассказывать о назначение рычаг перед каждый рейс полиция задержать пассажир на 15 сутки кроме тот он оштрафовать на 70 тысяча юань около 700 тысяча рубль деньга пойти на возмещение ущерб который он действие причинить авиакомпания в февраль сообщаться что в аэропорт нью джерси авиапассажир решить что перепутать рейс и выпрыгнуть из аварийный выход самолёт по слово очевидец он стать кричать открыть дверь аварийный выход самолёт и съехать по надувной трап после что он арестовать,3.0,1.0,2
общество,внешний сила пытаться спровоцировать гражданский конфликт в крым о это говориться в заявление крымско татарский организация сообщать риа новость заявление поддержать 20 общественный организация в текст говориться что несмотря на попытка оказать внешний давление крымчанин осуждать дестабилизация мир и готовый взять на себя ответственность в вопрос социально экономический развитие республика сохранение и укрепление межнациональный отношение в выстраивание доверительный и партнёрский отношение с орган власть и институт гражданский общество общественник также заявить о готовность противостоять санкционный давление и информационный атака крым войти в состав россия в март 2014 год 16 март в регион состояться референдум в ход который по официальный данные подавлять большинство проголосовать высказаться за присоединение к россия 18 март решение о принятие полуостров в состав рф огласить в внеочередной послание федеральный собрание президент россия владимир путин киев отказаться признать результат плебисцит в москва отмечать что процедура присоединение регион соответствовать норма международный право,1.0,3.0,2
общество,рукопись маг xvii век продать на аукцион toovey s в западный сассекс великобритания за 22 тысяча фунт стерлинг около два миллион рубль о это сообщать mirror на 476 страница рукописный текст изложить подробный инструкция о тот как с помощь магия влюбить в себя человек похудеть понять что больной человек точно умереть а также заставить женщина танцевать голый согласно руководство чтобы последний свершиться необходимо произнести заклинание ала аймаленький ala aymala или написать он на воск однако метод сработать только в тот случай если ритуал быть совершить в полнолуние авторство приписывать один из кудесник из эссекс почитать в общество группа якобы известный свой магический сила ранее в октябрь на аукцион в париж за 250 евро продать окурок французский рок исполнитель и актёр джонни холлидея помимо окурок аукционный дом друо выставить на торг синий пиджак певец изготовить модный дом yves saint laurent в 1971 год он купить за 20 тысяча евро,1.0,1.0,2
общество,закон о частичный декриминализация статья 282 ук рф возбуждение ненависть либо вражда а равно унижение человеческий достоинство принять осень заявить спикер совет федерация валентина матвиенко она слово приводить тасс в четверг 4 октябрь по срок я уверить что мы это очень быстро сделать потому что острота восприятие это закон в общество оставаться достаточно высокий уверить что точно принять в этот сессия возможно в течение месяц полтора не поздний сказать она матвиенко отметить своевременность дать инициатива она подчеркнуть что президент владимир путин который ранее внести в госдума проект закон внимательно следить за дискуссия в общество спикер выразить уверенность в тот что этот закон даже после поправка нуждаться в постоянный мониторинг правоприменительный практика и более тот в дальнейший развитие и уточнение глава государство предложить отменить уголовный наказание за разовый нарушение который не представлять серьёзный угроза для конституционный строй уголовный ответственность за экстремизм совершенный публично в интернет или сми быть наступать в тот случай если нарушение совершить более один раз в течение год в кремль заявить что законопроект призвать исправить проявление маразм,1.0,3.0,3
общество,итальянский бренд big uncle раскритиковать за использование слово колониализм написать на вещь из новый коллекция о это сообщать independent писательница мирель харпер mireille harper написать петиция с требование отозвать весь линейка одежда я не знать действительно ли big uncle откровенный расист или они просто допустить ошибка однако они казаться понятие не иметь о тот какой травма нанести цветной человек и как общество до сей пора заставлять они с это сталкиваться особенно в они родный страна италия где предубеждение и расизм иметь место даже сегодня прокомментировать 23 летний харпер на момент публикация материал свой подпись под петиция поставить 583 человек представитель компания big uncle заявить что коллекция не быть создать для чествование кровопролитие и империализм он также добавить что надпись колониализм на футболка никак не прославлять исторический период а призывать человек задуматься над они в март американский сервис коллективный покупка groupon обвинить в продажа женский обувь с расистский название покупатель обнаружить что сапог угга представить на сайт доступный в три цвета чёрный коричневый и в цвет название который оскорбительно для чернокожий,1.0,1.0,2
общество,ряд западный партнёр белоруссия в восторг от позиция минск относительно суверенитет и международный правовой статус ряд регион на территория постсоветский пространство с такой заявление в среда 31 октябрь на открытие встреча основной группа мюнхенский конференция по безопасность выступить президент белоруссия александр лукашенко передавать tut by по он слово ряд европейский страна иметь претензия к минск мы говорить что европа заинтересовать в суверенитет беларусь при это отдельный наш западный партнёр в восторг от позиция минск по абхазия и южный осетия по крым и донбасс однако как только доходить до конкретный вопрос взаимодействие то у мы оказываться есть проблема с право человек сказать лукашенко давать посмотреть что происходить с демократия в западный европа если уже немец не оценить роль канцлер германия ангел меркель в история и готовый она выкинуть на задворки то я вы поздравлять вы посмотреть что происходить у вы в европа с демократия а вы всё говорить о демократия в бывший советский республика заявить он также белорусский лидер поделиться свой прогноз на будущее вы скоро приехать к мы учиться наш демократия потому что у мы есть стабильность для нормальный жизнь человек девчонка не должный бояться в школа ходить в юбка о какой право человек тут можно говорить где право 70 человек который расстрелять в норвегия а он сидеть в трехкомнатный тюрьма хорошо он в 2011 год норвежец андерс брейвика совершить два теракт устроить взрыв в правительственный квартал осло жертва который стать восемь человек после что преступник отправиться в молодёжный лагерь правящий норвежский рабочий партия на остров утойя где расстрелять ещё 69 человек сейчас он отбывать 21 летний тюремный срок в трехкомнатный камера прим лента ру поведать президент белоруссия лукашенко подчеркнуть что для белоруссия один из ключевой составлять не только фундаментальный право человек но и безопасность быть и оставаться социально экономический сфера я глубоко убеждённый что в нестабильный общество не мочь быть обеспечить право и свобода человек кто то сейчас на запад говорить что самый демократичный страна в восточный европа сегодня это украина но кто из вы хотеть жить в этот демократический украина например на донбасс сказать он кроме тот белоруссия многое делать для евросоюз в сфера безопасность страна создать эффективный заслон на путь нелегальный миграция наркотрафик и криминал в европа даже мышь не проползти через наш граница в европа заверить лукашенко указ о признание независимость абхазия и южный осетия россия в август 2008 год подписать президент рф дмитрий медведев после неудачный попытка тбилиси вернуть южный осетия под свой контроль независимость южный осетия признать сирия никарагуа венесуэла и науру о признание абхазия помимо этот четыре страна заявлять вануату белоруссия независимость абхазия и южный осетия не признать крым войти в состав россия в март 2014 год после референдум на который большинство проголосовать высказаться за такой решение официальный минск до сей пора не признать российский статус крым на часть территория донецкий и луганский область украина продолжаться вооружённый противостояние между киевский власть и самопровозглашённый донецкий и луганский народный республика заявить о свой независимость в апрель 2014 год украина считать этот территория оккупировать россия независимость республика не признаваться ни один государство член оон,1.0,3.0,2
